,year,month,author_name,paper_title,process,CW Performance,frequency,Psat (dBm),PAEmax (%),PA Efficieny Note,P1dB (dBm),PAE_1dB (%),Gain (dB),RF PA Modulations,EVM (dB),Modulation Speed (Msym/s),Average Pout (dBm),Average PAE (%),RF PA Note (Modulation Type),PA_type,node
0,2021.0,12,Jyo,An Over 130-GHz-Bandwidth InP-DHBT Baseband Amplifier Module,InP,DC-208,0.0,,,,,,7.5,,,,,,,,250-nm InP DHBT
1,2019.0,11,Kobayashi,140GHz SiGe HBT and 100GHz InP DHBT Broadband Triple-Stacked Distributed Amplifiers with Active Bias Terminations,InP,,2.0,12.0,,,,,10.7,,,,,,,,
2,2019.0,11,Kobayashi,140GHz SiGe HBT and 100GHz InP DHBT Broadband Triple-Stacked Distributed Amplifiers with Active Bias Terminations,InP,,5.0,10.8,,,,,10.0,,,,,,,,
3,2001.0,9,Kehias,"Highest efficiency, linear X-band performance using InP DHBTs - 48% PAE at 30 dB C/IM3",InP,,10.0,16.5,57.0,PAE,15.8,50.1,12.0,,,,,,,,InP
4,2001.0,9,Kehias,"Highest efficiency, linear X-band performance using InP DHBTs - 48% PAE at 30 dB C/IM3",InP,,10.0,16.5,57.0,PAE,15.8,50.1,12.0,,,,,,,,InP
5,2002.0,9,Quach,Ultrahigh-Efficiency Power Amplifier for Space Radar Applications,InP,,10.0,21.0,65.0,PAE,,,11.0,,,,,,,Analog,InP_DHBT(180nm)
6,2002.0,9,Quach,Ultrahigh-Efficiency Power Amplifier for Space Radar Applications,InP,,10.0,21.0,65.0,PAE,,,11.0,,,,,,,Analog,InP_DHBT(180nm)
7,2004.0,6,Yang,Affordable High Performance InP X-band Transceiver Module for Large Aperture Phased Array Applications,InP,,10.0,20.5,61.0,AE,,,12.5,,,,,,,,InP HBT
8,2004.0,6,Yang,Affordable High Performance InP X-band Transceiver Module for Large Aperture Phased Array Applications,InP,,10.0,20.5,61.0,PAE,,,12.5,,,,,,,,InP HBT
9,2019.0,6,Jyo,A 241-GHz-Bandwidth Distributed Amplifierwith 10-dBm P1dB in 0.25-μm InP DHBT Technology,InP,,10.0,,,,10.0,,10.0,,,,,,,,
10,2019.0,11,Kobayashi,140GHz SiGe HBT and 100GHz InP DHBT Broadband Triple-Stacked Distributed Amplifiers with Active Bias Terminations,InP,,10.0,11.0,,,,,10.0,,,,,,,,
11,2021.0,6,Shivan,A Highly Linear Dual-Stage Amplifier With Beyond 1.75-THz Gain–Bandwidth Product,InP,DC-110,10.0,,,,,,21.0,,,,,,,,InP DHBT
12,2020.0,3,Nguyen,A Wideband Highly Linear Distributed Amplifier Using Intermodulation Cancellation Technique for Stacked-HBT Cell,InP,DC-90,15.0,22.0,,,20.0,,10.5,,,,,,,,
13,2017.0,6,Nguyen,A 1.5 – 88 GHz 19.5 dBm Output Power Triple Stacked HBT InP Distributed Amplifier,InP,,19.5,,,,,,16.0,,,,,,,,InP HBT
14,2017.0,6,Nguyen,A 1.5 – 88 GHz 19.5 dBm Output Power Triple Stacked HBT InP Distributed Amplifier,InP,,19.5,,,,,,16.0,,,,,,,,InP HBT
15,2007.0,6,Aust,A High Efficiency and High Linearity 20 GHz InP HBT Monolithic Power Amplifier for Phased Array Applications,InP,,20.0,29.4,37.8,PAE,,,17.0,,,,,,,,InP HBT
16,2007.0,6,Aust,A High Efficiency and High Linearity 20 GHz InP HBT Monolithic Power Amplifier for Phased Array Applications,InP,,20.0,29.4,37.8,PAE,,,17.0,,,,,,,,InP HBT
17,2008.0,6,Aust,A high efficiency and high linearity 20GHz InP HBT Monolithic Power Amplifier for phased array applications,InP,,20.0,29.4,37.8,PAE,,,,,,,,,,,
18,2008.0,6,Aust,A High Power and High Efficiency 20 GHz InP HBT Monolithic Power Amplifier for Phased Array Applications,InP,,20.0,32.0,30.0,PAE,,,,,,,,,,,InP HBT
19,2008.0,6,Aust,A High Power and High Efficiency 20 GHz InP HBT Monolithic Power Amplifier for Phased Array Applications,InP,,20.0,32.0,30.0,PAE,,,,,,,,,,,InP HBT
20,2019.0,11,Kobayashi,140GHz SiGe HBT and 100GHz InP DHBT Broadband Triple-Stacked Distributed Amplifiers with Active Bias Terminations,InP,,20.0,11.0,,,,,10.0,,,,,,,,
21,2020.0,3,Nguyen,A Wideband Highly Linear Distributed Amplifier Using Intermodulation Cancellation Technique for Stacked-HBT Cell,InP,DC-75,20.0,20.0,18.0,PAE,18.5,14.0,15.0,,,,,,,,InP HBT
22,2020.0,3,Nguyen,A Wideband Highly Linear Distributed Amplifier Using Intermodulation Cancellation Technique for Stacked-HBT Cell,InP,DC-90,20.0,22.0,21.0,PAE,20.0,19.0,10.0,,,,,,,,InP HBT
23,2020.0,7,Nguyen,A wideband Gain-Enhancement Technique for Distributed Amplifiers,InP,15-148,20.0,19.5,20.1,PAE,,,6.5,,,,,,,,InP HBT
24,2020.0,3,Nguyen,A Wideband Highly Linear Distributed Amplifier Using Intermodulation Cancellation Technique for Stacked-HBT Cell,InP,,20.0,,16.0,PAE,,,,,,,,,,,
25,2020.0,3,Nguyen,A Wideband Highly Linear Distributed Amplifier Using Intermodulation Cancellation Technique for Stacked-HBT Cell,InP,,20.0,,20.5,PAE,,,,,,,,,,,
26,2020.0,7,Nguyen,A Wideband Gain-Enhancement Technique for Distributed Amplifiers,InP,15-148,20.0,19.5,20.1,PAE,,,6.5,,,,,,,,InP HBT
27,2022.0,7,Lee,Analysis and Demonstration of Mm-Wave Distributed Amplifiers With Modified Artificial Transmission Line Model,InP,6-261,20.0,12.0,,,5.2,,11.5,,,,,,,,250nm InP DHBT
28,2022.0,7,Lee,Analysis and Demonstration of Mm-Wave Distributed Amplifiers With Modified Artificial Transmission Line Model,InP,6-200,20.0,10.0,,,6.7,,12.2,,,,,,,,250nm InP DHBT
29,1999.0,10,Yang,High linearity K-band InP HBT power amplifier MMIC with 62.8% PAE at 21 GHz,InP,,21.0,20.0,62.8,PAE,,,,,,,,,,,
30,1999.0,10,Yang,High linearity K-band InP HBT power amplifier MMIC with 62.8% PAE at 21 GHz,InP,,21.0,26.6,35.1,PAE,,,,,,,,,,,
31,2000.0,6,Kobayshi,An 18-21 GHz InP DHBT linear microwave Doherty amplifier,InP,,21.0,18.8,13.1,PAE,,,,,,,,,,,
32,2000.0,6,Kobayshi,An 18-21 GHz InP DHBT linear microwave Doherty amplifier,InP,,21.0,20.1,20.0,PAE,,,,,,,,,,,
33,2020.0,3,Nguyen,A Wideband Highly Linear Distributed Amplifier Using Intermodulation Cancelling Technique for Stacked-HBT Cell,InP,,21.0,20.0,20.0,PAE,,,10.5,,,,,,,,InP HBT 10um
34,2000.0,11,Okamura,K-band 76% PAE InP double heterojunction bipolar power transistors and a 23 GHz compact linear power amplifier MMIC,InP,,24.0,26.0,44.0,PAE,,,,,,,,,,,
35,1999.0,12,Kobayashi,A 25 GHz InGaAsOnAlAs-InP HBT Power MMIC With 48% Power Added Efficiency,InP,,25.0,22.3,48.0,PAE,,,,,,,,,,,
36,2000.0,5,Kobayashi,A 0.5 Watt-40 % PAE InP Double Heterojunction Bipolar Transistor K-band MMIC Power Amplifier,InP,,25.0,21.5,48.0,PAE,,,,,,,,,,,
37,2019.0,11,Kobayashi,140GHz SiGe HBT and 100GHz InP DHBT Broadband Triple-Stacked Distributed Amplifiers with Active Bias Terminations,InP,,25.0,11.0,,,,,10.0,,,,,,,,
38,2019.0,11,Kobayashi,140GHz SiGe HBT and 100GHz InP DHBT Broadband Triple-Stacked Distributed Amplifiers with Active Bias Terminations,InP,,30.0,11.0,,,,,10.0,,,,,,,,
39,2020.0,5,Kobayashi,Baseband tp 140-GHz SiGe HBT and 100-GHz InP DHBT Broadband Triple-Stacked Distributed Amplifiers With Active Bias Terminations,InP,DC-100,30.0,11.5,,,9.7,,10.8,,,,,,,,0.8um InP DHBT
40,2020.0,5,Kobayashi,Baseband to 140-GHz SiGe HBT and 100-GHz InP DHBT Broadband Triple-Stacked Distributed Amplifiers With Active Bias Terminations,InP,DC-100,30.0,,,,9.7,,10.8,,,,,,,,0.8um InP DHBT 
41,2021.0,6,Shivan,A Highly Linear Dual-Stage Amplifier With Beyond 1.75-THz Gain–Bandwidth Product,InP,DC-110,30.0,,,,,,20.0,,,,,,,,InP DHBT
42,2020.0,3,Nguyen,A Wideband Highly Linear Distributed Amplifier Using Intermodulation Cancellation Technique for Stacked-HBT Cell,InP,DC-75,33.0,20.0,,,16.0,,14.0,,,,,,,,InP HBT
43,2019.0,11,Kobayashi,140GHz SiGe HBT and 100GHz InP DHBT Broadband Triple-Stacked Distributed Amplifiers with Active Bias Terminations,InP,,35.0,11.0,,,,,10.0,,,,,,,,
44,2007.0,6,Hacker,Compact InP HBT Power Amplifiers Using Integrated Thick BCB Dielectrics,InP,,38.0,30.6,28.6,PAE,,,,,,,,,,,
45,2011.0,5,Teppati,Highly Efficient InP/GaAsSb DHBTs With 62% Power-Added Efficiency at 40 GHz,InP,,40.0,10.0,60.0,PAE,,,,,,,,,,,
46,2019.0,11,Kobayashi,140GHz SiGe HBT and 100GHz InP DHBT Broadband Triple-Stacked Distributed Amplifiers with Active Bias Terminations,InP,,40.0,10.8,,,,,10.0,,,,,,,,
47,2019.0,6,Arias,"185mW InP HBT Power Amplifier with 1 Octave Bandwidth (25-50GHz), 38% peak PAE at 44GHz and Chip Area of 276 x 672 μm 2",InP,,44.0,22.67,38.0,PAE,19.0,22.5,12.4,,,,,,,,
48,2020.0,8,Liu,Transformer-based Broadband mm-Wave InP PA across 42-62 GHz with Enhanced Linearity and Second Harmonic Engineering,InP,,44.0,18.0,23.0,PAE,0.0,,12.5,,,,,,,,0.25 μm InP HBT
49,2021.0,1,Liu,A 42–62 GHz Transformer-Based Broadband mm-Wave InP PA With Second-Harmonic Waveform Engineering and Enhanced Linearity,InP,42-62,44.0,19.0,22.5,PAE,17.0,,12.5,,,,,,,,0.25 μm InP HBT
50,1994.0,8,Lam,44GHz High Efficiency InP HEMT MMIC Power Amplifier,InP,,44.5,28.0,31.0,PAE,,,,,,,,,,,
51,2019.0,11,Kobayashi,140GHz SiGe HBT and 100GHz InP DHBT Broadband Triple-Stacked Distributed Amplifiers with Active Bias Terminations,InP,,45.0,10.5,,,,,10.0,,,,,,,,
52,2019.0,6,Griffith,"A 140-GHz 0.25-W PA and a 55-135 GHz 115-135 mW PA,High-Gain, Broadband Power Amplifier MMICs in 250-nm InP HBT",InP,,50.0,19.64,6.2,PAE,,,11.0,,,,,,,,
53,2020.0,8,Sharma,Broadband PA Architectures with Asymmetrical Combining and Stacked PA cells across 50-70 GHz and 64-110 GHz in 250 nm InP,InP,50-70,50.0,20.5,23.0,PAE,7.5,,12.5,,,,,,,,250 nm InP
54,2021.0,6,Huang,A 35-100GHz Continuous Mode Coupler Balun Doherty Power Amplifier with Differential Complex Neutralization in 250nm InP,InP,35-100,50.0,22.0,29.3,PAE,,,16.0,,,,,,,,250nm InP HBT
55,2020.0,12,Nguyen,A High Output Power 1 – 150 GHz Distributed Power Amplifier in InP HBT Technology,InP,1-150,50.0,18.3,,,15.4,,,,,,,,,,InP HBT
56,2021.0,6,Shivan,A Highly Linear Dual-Stage Amplifier With Beyond 1.75-THz Gain–Bandwidth Product,InP,DC-110,50.0,,,,,,22.0,,,,,,,,InP DHBT
57,2021.0,12,Jyo,An Over 130-GHz-Bandwidth InP-DHBT Baseband Amplifier Module,InP,DC-208,50.0,,,,,,7.5,,,,,,,,250-nm InP DHBT
58,2020.0,8,Liu,Transformer-based Broadband mm-Wave InP PA across 42-62 GHz with Enhanced Linearity and Second Harmonic Engineering,InP,42-62,52.0,20.6,39.5,PAE,,,13.0,,,4000.0,14.7,13.0,QPSK@52 GHz,Analog,0.25 μm InP HBT
59,2021.0,1,Liu,A 42–62 GHz Transformer-Based Broadband mm-Wave InP PA With Second-Harmonic Waveform Engineering and Enhanced Linearity,InP,42-62,52.0,19.1,40.0,PAE,19.1,,12.5,16 QAM,,1000.0,11.5,9.0,16 QAM@ 52GHz,,0.25 μm InP HBT
60,2019.0,6,Griffith,"A 140-GHz 0.25-W PA and a 55-135 GHz 115-135 mW PA,High-Gain, Broadband Power Amplifier MMICs in 250-nm InP HBT",InP,,55.0,21.24,8.0,PAE,,,14.0,,,,,,,,
61,2020.0,3,Nguyen,A 1–160-GHz InP Distributed Amplifier Using 3-D Interdigital Capacitors,InP,1-160,55.0,17.8,,,15.0,,10.5,,,,,,,,InP HBT
62,2020.0,8,Liu,Transformer-based Broadband mm-Wave InP PA across 42-62 GHz with Enhanced Linearity and Second Harmonic Engineering,InP,,56.0,19.4,32.0,PAE,,,10.0,,,,,,,,0.25 μm InP HBT
63,2021.0,1,Liu,A 42–62 GHz Transformer-Based Broadband mm-Wave InP PA With Second-Harmonic Waveform Engineering and Enhanced Linearity,InP,42-62,56.0,18.8,32.0,PAE,18.8,,10.0,,,,,,,,0.25 μm InP HBT
64,1999.0,10,Liu,High Efficiency Monolithic InP HEMT V-band Power Amplifier,InP,,60.0,23.5,43.0,PAE,,,,,,,,,,,
65,2019.0,6,Griffith,"A 140-GHz 0.25-W PA and a 55-135 GHz 115-135 mW PA,High-Gain, Broadband Power Amplifier MMICs in 250-nm InP HBT",InP,,60.0,20.57,6.7,PAE,,,14.0,,,,,,,,
66,2021.0,6,Huang,A 35-100GHz Continuous Mode Coupler Balun Doherty Power Amplifier with Differential Complex Neutralization in 250nm InP,InP,35-100,60.0,21.5,27.3,PAE,19.3,22.9,16.5,,,,,,,,250nm InP HBT
67,2022.0,6,Nguyen,A DC–170GHz InP Distributed Amplifier Using Transmission Line Loss Compensation Technique,InP,DC-170,60.0,13.0,,,11.0,,,,,,,,,,InP HBT
68,2022.0,7,Lee,Analysis and Demonstration of Mm-Wave Distributed Amplifiers With Modified Artificial Transmission Line Model,InP,6-261,60.0,11.2,,,4.8,,10.5,,,,,,,,250nm InP DHBT
69,2022.0,7,Lee,Analysis and Demonstration of Mm-Wave Distributed Amplifiers With Modified Artificial Transmission Line Model,InP,6-200,60.0,9.7,,,6.2,,12.2,,,,,,,,250nm InP DHBT
70,2020.0,6,Sharma,Broadband PA Architectures with Asymmetrical Combining and Stacked PA cells across 50-70 GHz and 64-110 GHz in 250 nm InP,InP,,65.0,19.5,22.5,PAE,6.0,,14.0,,,,,,,,250 nm InP
71,2019.0,6,Griffith,"A 140-GHz 0.25-W PA and a 55-135 GHz 115-135 mW PA,High-Gain, Broadband Power Amplifier MMICs in 250-nm InP HBT",InP,,70.0,21.0,8.7,PAE,,,14.0,,,,,,,,
72,2021.0,6,Huang,A 35-100GHz Continuous Mode Coupler Balun Doherty Power Amplifier with Differential Complex Neutralization in 250nm InP,InP,35-100,70.0,21.0,25.2,PAE,,,14.0,,,,,,,,250nm InP HBT
73,2022.0,6,Nguyen,A DC–170GHz InP Distributed Amplifier Using Transmission Line Loss Compensation Technique,InP,DC-170,70.0,13.0,,,11.5,,11.9,,,,,,,,InP HBT
74,2021.0,6,Shivan,A Highly Linear Dual-Stage Amplifier With Beyond 1.75-THz Gain–Bandwidth Product,InP,DC-110,70.0,,,,,,24.0,,,,,,,,InP DHBT
75,2015.0,10,Griffith,"340-440mW Broadband, High-Efficiency E-Band PA's in InP HBT",InP,,71.0,25.8,25.7,PAE,,,,,,,,,,,
76,2021.0,6,Huang,A 35-100GHz Continuous Mode Coupler Balun Doherty Power Amplifier with Differential Complex Neutralization in 250nm InP,InP,35-100,72.0,,,,,,,,-23.3,800.0,12.9,13.55,16QAM,,250nm InP HBT
77,2021.0,6,Huang,A 35-100GHz Continuous Mode Coupler Balun Doherty Power Amplifier with Differential Complex Neutralization in 250nm InP,InP,35-100,72.0,,,,,,,,-23.6,500.0,12.2,12.74,64QAM,,250nm InP HBT
78,2015.0,10,Griffith,"340-440mW Broadband, High-Efficiency E-Band PA's in InP HBT",InP,,74.0,26.3,27.6,PAE,,,,,,,,,,,
79,2003.0,6,Wei,75GHz 80mW InP DHBT Power Amplifier,InP,,75.0,19.0,8.0,PAE,,,,,,,,,,,
80,2017.0,11,Squartecchia,75 GHz InP DHBT Power Amplifier Based on Two-Stacked Transistors,InP,,75.0,21.4,3.0,PAE,,,,,,,,,,,
81,2020.0,7,Nguyen,A Wideband Gain-Enhancement Technique for Distributed Amplifiers,InP,60-145,75.0,20.9,,,18.5,,10.5,,,,,,,,
82,2015.0,10,Griffith,"340-440mW Broadband, High-Efficiency E-Band PA's in InP HBT",InP,,76.0,26.4,26.9,PAE,,,,,,,,,,,
83,2014.0,7,Yoon,A Fully-Integrated 40–222 GHz InP HBT Distributed Amplifier,InP,,77.0,9.2,5.0,PAE,,,,,,,,,,,
84,2019.0,4,Griffith,"A Compact 140-GHz, 150-mW High-Gain Power Amplifier MMIC in 250-nm InP HBT",InP,,80.0,19.3,6.2,PAE,,,,,,,,,,,InP HBT
85,2019.0,6,Griffith,"A 140-GHz 0.25-W PA and a 55-135 GHz 115-135 mW PA,High-Gain, Broadband Power Amplifier MMICs in 250-nm InP HBT",InP,,80.0,21.34,8.9,PAE,,,14.0,,,,,,,,
86,2021.0,6,Huang,A 35-100GHz Continuous Mode Coupler Balun Doherty Power Amplifier with Differential Complex Neutralization in 250nm InP,InP,35-100,80.0,20.0,24.0,PAE,,,12.0,,,,,,,,250nm InP HBT
87,2022.0,6,Nguyen,A DC–170GHz InP Distributed Amplifier Using Transmission Line Loss Compensation Technique,InP,DC-170,80.0,13.0,,,10.0,,,,,,,,,,InP HBT
88,2014.0,6,Park,"An 81 GHz, 470 mW, 1.1 mm2 InP HBT power amplifier with 4∶1 series power combining using sub-quarter-wavelength baluns",InP,,81.0,26.7,23.4,PAE,,,,,,,,,,,
89,2015.0,10,Griffith,"340-440mW Broadband, High-Efficiency E-Band PA's in InP HBT",InP,,81.0,25.6,22.2,PAE,,,,,,,,,,,
90,2016.0,5,Griffith,71–95 GHz (23–40% PAE) and 96–120 GHz (19–22% PAE) high efficiency 100–130 mW power amplifiers,InP,,81.0,21.1,40.0,PAE,,,,,,,,,,,
91,2020.0,8,Sharma,Broadband PA Architectures with Asymmetrical Combining and Stacked PA cells across 50-70 GHz and 64-110 GHz in 250 nm InP,InP,,81.0,20.0,18.0,PAE,5.0,,13.0,,,,,,,,250 nm InP
92,2020.0,1,Griffith,"A W-Band SSPA With 100–140-mW Pout, >20% PAE, and 26–30-dB S21 Gain Across 88–104 GHz",InP,,84.0,17.6,12.9,PAE,,,,,,,,,,,
93,2013.0,10,Park,30% PAE W-band InP Power Amplifiers using Sub-quarter-wavelength Baluns for Series-connected Powercombining,InP,,86.0,20.4,30.4,PAE,,,,,,,,,,,
94,2013.0,10,Park,30% PAE W-band InP Power Amplifiers using Sub-quarter-wavelength Baluns for Series-connected Powercombining,InP,,86.0,23.1,30.2,PAE,,,,,,,,,,,
95,2014.0,6,Daneshgar,High efficiency W-band power amplifiers using ring-shaped sub-quarter-wavelength power combining technique,InP,,86.0,20.86,32.0,PAE,,,,,,,,,,,
96,2015.0,10,Griffith,"340-440mW Broadband, High-Efficiency E-Band PA's in InP HBT",InP,,86.0,25.5,23.6,PAE,,,,,,,,,,,
97,2015.0,10,Griffith,"340-440mW Broadband, High-Efficiency E-Band PA's in InP HBT",InP,,86.0,25.6,21.9,PAE,,,,,,,,,,,
98,2016.0,5,Nosaeva,A 200 mW InP DHBT W-band Power Amplifier in Transferred-Substrate Technology with Integrated Diamond Heat Spreader,InP,,87.0,23.0,20.0,PAE,,,,,,,,,,,
99,2020.0,1,Griffith,"A W-Band SSPA With 100–140-mW Pout, >20% PAE, and 26–30-dB S21 Gain Across 88–104 GHz",InP,,88.0,19.3,18.3,PAE,,,28.0,,,,,,,,
100,2012.0,5,Yao,A 20-dB Gain W-band InP DHBT Power Amplifier,InP,,89.0,19.7,,,,,,,,,,,,,
101,2017.0,9,Radisic,W-Band InP HBT Power Amplifiers,InP,,89.0,15.6,21.1,PAE,,,,,,,,,,,
102,2016.0,10,Maurer,Ultra-Wideband mm-Wave InP Power Amplifiers in 130 nm InP HBT Technology,InP,,90.0,22.0,14.7,PAE,,,,,,,,,,,
103,2019.0,4,Griffith,"A Compact 140-GHz, 150-mW High-Gain Power Amplifier MMIC in 250-nm InP HBT",InP,,90.0,19.7,6.9,PAE,,,,,,,,,,,InP HBT
104,2019.0,6,Ahmed,A W-Band transmitter channel with 16dBm output power and a receiverchannel with 58.6mW DC power consumption using heterogeneouslyintegrated InP HBT and Si CMOS technologies,InP,,90.0,16.0,,,,,19.0,,,,,,,,
105,2019.0,6,Griffith,"A 140-GHz 0.25-W PA and a 55-135 GHz 115-135 mW PA,High-Gain, Broadband Power Amplifier MMICs in 250-nm InP HBT",InP,,90.0,21.37,8.7,PAE,,,14.0,,,,,,,,
106,2021.0,6,Huang,A 35-100GHz Continuous Mode Coupler Balun Doherty Power Amplifier with Differential Complex Neutralization in 250nm InP,InP,35-100,90.0,19.0,19.0,PAE,,,15.1,,,,,,,,250nm InP HBT
107,2021.0,6,Liu,80–110-GHz Broadband Linear PA with 33% Peak PAE and Comparison of Stacked Common Base and Common Emitter PA in InP,InP,85-105,90.0,19.6,34.0,PAE,,,6.0,,-28.22,500.0,12.9,14.0,16QAM,,250nm InP HBT
108,2021.0,6,Liu,80–110-GHz Broadband Linear PA with 33% Peak PAE and Comparison of Stacked Common Base and Common Emitter PA in InP,InP,82-110,90.0,18.7,33.0,PAE,,,11.8,,-32.47,500.0,11.8,15.9,64QAM,,250nm InP HBT
109,2021.0,1,Hossain,A W-Band Transceiver Chip for Future 5G Communications in InP-DHBT Technology,InP,,90.0,16.0,18.0,PAE,,,10.0,,,,,,,, 0.8 μm InP-DHBT 
110,2022.0,6,Nguyen,A DC–170GHz InP Distributed Amplifier Using Transmission Line Loss Compensation Technique,InP,DC-170,90.0,13.0,,,10.5,,,,,,,,,,InP HBT
111,2021.0,6,Shivan,A Highly Linear Dual-Stage Amplifier With Beyond 1.75-THz Gain–Bandwidth Product,InP,DC-110,90.0,,,,,,29.0,,,,,,,,InP DHBT
112,2020.0,1,Griffith,"A W-Band SSPA With 100–140-mW Pout, >20% PAE, and 26–30-dB S21 Gain Across 88–104 GHz",InP,,92.0,20.1,22.2,PAE,,,,,,,,,,,
113,2017.0,9,Radisic,W-Band InP HBT Power Amplifiers,InP,,93.0,12.0,41.7,PAE,,,,,,,,,,,
114,2014.0,1,Zaknoune,0.2-μm InP/GaAsSb DHBT Power Performance With 10 mW/μm2 and 25% PAE at 94 GHz,InP,,94.0,11.0,27.7,PAE,,,,,,,,,,,
115,2014.0,1,Zaknoune,0.2-μm InP/GaAsSb DHBT Power Performance With 10 mW/μm2 and 25% PAE at 94 GHz,InP,,94.0,12.8,25.2,PAE,,,,,,,,,,,
116,2016.0,5,Griffith,71–95 GHz (23–40% PAE) and 96–120 GHz (19–22% PAE) high efficiency 100–130 mW power amplifiers,InP,,94.0,20.2,28.6,PAE,,,,,,,,,,,
117,2016.0,10,Wentzel,An efficient W-band InP DHBT digital power amplifier,InP,,95.0,14.4,31.0,PAE,,,5.6,,,,,,,,
118,2020.0,8,Sharma,Broadband PA Architectures with Asymmetrical Combining and Stacked PA cells across 50-70 GHz and 64-110 GHz in 250 nm InP,InP,64-110,95.0,21.0,24.0,PAE,5.0,,13.0,,,,,,,,250 nm InP
119,2020.0,1,Griffith,"A W-Band SSPA With 100–140-mW Pout, >20% PAE, and 26–30-dB S21 Gain Across 88–104 GHz",InP,,96.0,20.3,21.2,PAE,,,20.0,,,,,,,,
120,2016.0,5,Griffith,71–95 GHz (23–40% PAE) and 96–120 GHz (19–22% PAE) high efficiency 100–130 mW power amplifiers,InP,,97.0,20.2,21.6,PAE,,,15.0,,,,,,,,
121,2021.0,6,Liu,80–110-GHz Broadband Linear PA with 33% Peak PAE and Comparison of Stacked Common Base and Common Emitter PA in InP,InP,85-105,98.0,20.0,33.0,PAE,,,5.3,,,,,,,,250nm InP HBT
122,2021.0,6,Liu,80–110-GHz Broadband Linear PA with 33% Peak PAE and Comparison of Stacked Common Base and Common Emitter PA in InP,InP,82-110,98.0,18.75,31.6,PAE,,,9.2,,,,,,,,250nm InP HBT
123,2019.0,4,Griffith,"A Compact 140-GHz, 150-mW High-Gain Power Amplifier MMIC in 250-nm InP HBT",InP,,100.0,20.0,7.2,PAE,,,21.0,,,,,,,,InP HBT
124,2019.0,6,Griffith,"A 140-GHz 0.25-W PA and a 55-135 GHz 115-135 mW PA,High-Gain, Broadband Power Amplifier MMICs in 250-nm InP HBT",InP,,100.0,21.79,3.9,PAE,,,12.5,,,,,,,,
125,2019.0,6,Griffith,"A 140-GHz 0.25-W PA and a 55-135 GHz 115-135 mW PA,High-Gain, Broadband Power Amplifier MMICs in 250-nm InP HBT",InP,,100.0,21.07,8.2,PAE,,,14.5,,,,,,,,
126,2020.0,1,Griffith,"A W-Band SSPA With 100–140-mW Pout, >20% PAE, and 26–30-dB S21 Gain Across 88–104 GHz",InP,,100.0,20.3,22.0,PAE,,,28.0,,,,,,,,
127,2021.0,6,Huang,A 35-100GHz Continuous Mode Coupler Balun Doherty Power Amplifier with Differential Complex Neutralization in 250nm InP,InP,35-100,100.0,19.0,14.9,PAE,,,14.9,,,,,,,,250nm InP HBT
128,2020.0,12,Nguyen,A High Output Power 1 – 150 GHz Distributed Power Amplifier in InP HBT Technology,InP,1-150,100.0,15.4,10.0,PAE,14.3,,,,,,,,,,InP HBT
129,2022.0,6,Nguyen,A DC–170GHz InP Distributed Amplifier Using Transmission Line Loss Compensation Technique,InP,DC-170,100.0,12.0,,,10.1,,13.9,,,,,,,,InP HBT
130,2021.0,12,Jyo,An Over 130-GHz-Bandwidth InP-DHBT Baseband Amplifier Module,InP,DC-208,100.0,6.8,,,,,10.0,,,,,,,,250-nm InP DHBT
131,2022.0,7,Lee,Analysis and Demonstration of Mm-Wave Distributed Amplifiers With Modified Artificial Transmission Line Model,InP,6-261,100.0,,,,,,10.0,,,,,,,,250nm InP DHBT
132,2022.0,7,Lee,Analysis and Demonstration of Mm-Wave Distributed Amplifiers With Modified Artificial Transmission Line Model,InP,6-200,100.0,,,,,,10.1,,,,,,,,250nm InP DHBT
133,2022.0,4,Shrestha,A 100 GHz Class-F-Like InP-DHBT PA with 25.4% PAE,InP,92-103,101.0,11.0,25.4,PAE,8.8,,5.0,,,,,,,,InP DHBT
134,2022.0,4,Shrestha,A 100 GHz Class-F-Like InP-DHBT PA with 25.4% PAE,InP,92-103,101.0,12.5,24.0,PAE,10.9,,5.0,,,,,,,,InP DHBT
135,2020.0,1,Griffith,"A W-Band SSPA With 100–140-mW Pout, >20% PAE, and 26–30-dB S21 Gain Across 88–104 GHz",InP,,104.0,19.6,19.6,PAE,,,30.0,,,,,,,,
136,2016.0,5,Griffith,71–95 GHz (23–40% PAE) and 96–120 GHz (19–22% PAE) high efficiency 100–130 mW power amplifiers,InP,,110.0,20.2,22.5,PAE,,,18.0,,,,,,,,
137,2018.0,11,Shivan,A Highly Efficient Ultrawideband Traveling-Wave Amplifier in InP DHBT Technology,InP,,110.0,11.0,8.0,PAE,10.0,,13.0,,,,,,,,InP DHBT
138,2019.0,4,Griffith,"A Compact 140-GHz, 150-mW High-Gain Power Amplifier MMIC in 250-nm InP HBT",InP,,110.0,20.6,8.7,PAE,,,25.0,,,,,,,,InP HBT
139,2019.0,6,Griffith,"A 140-GHz 0.25-W PA and a 55-135 GHz 115-135 mW PA,High-Gain, Broadband Power Amplifier MMICs in 250-nm InP HBT",InP,,110.0,23.24,5.8,PAE,,,14.25,,,,,,,,
140,2019.0,6,Griffith,"A 140-GHz 0.25-W PA and a 55-135 GHz 115-135 mW PA,High-Gain, Broadband Power Amplifier MMICs in 250-nm InP HBT",InP,,110.0,20.93,8.2,PAE,,,14.5,,,,,,,,
